example,yor
grcc,gnuradio
gr_read_file_metadata,gnuradio
gr_plot_qt,gnuradio
gr_plot_psd,gnuradio
gr_plot_iq,gnuradio
gr_plot_fft,gnuradio
gr_plot_const,gnuradio
gr_plot,gnuradio
gr_modtool,gnuradio
gr_filter_design,gnuradio
gr-perf-monitorx,gnuradio
gr-ctrlport-monitor,gnuradio
gnuradio-config-info,gnuradio
gnuradio-companion,gnuradio
watchgnupg,gnupg
libexec,gnupg
kbxutil,gnupg
gpgv,gnupg
gpgtar,gnupg
gpgsplit,gnupg
gpgsm,gnupg
gpgscm,gnupg
gpgparsemail,gnupg
gpgconf,gnupg
gpg2,gnupg
gpg-wks-server,gnupg
gpg-wks-client,gnupg
gpg-connect-agent,gnupg
gpg-card,gnupg
gpg-agent,gnupg
gpg,gnupg
dirmngr-client,gnupg
dirmngr,gnupg
applygnupgdefaults,gnupg
addgnupghome,gnupg
make,gnumake
apl,dapl
gnome-panel,gnome.gnome-panel
bluetooth-sendto,gnome.gnome-bluetooth
gmsh,python312Packages.gmsh
visualinfo,glew
glewinfo,glew
sprof,glibc_memusage
sotruss,glibc_memusage
sln,iconv
pldd,glibc_memusage
pcprofiledump,glibc_memusage
makedb,iconv
localedef,glibc_memusage
ldconfig,glibc_memusage
ld.so,glibc_memusage
iconvconfig,iconv
gencat,glibc_memusage
givaro-makefile,givaro_3
givaro-config,givaro
registry,docker-distribution
act_runner,forgejo-runner
scalar,git
git-upload-pack,git
git-upload-archive,git
git-shell,git
git-receive-pack,git
git-jump,git
git-http-backend,git
git-cvsserver,git
git-credential-netrc,git
xcasnew,giac-with-xcas
xcas,giac-with-xcas
pgiac,giac-with-xcas
icas,giac
hevea2mml,giac
fr_cas_help,giac
es_cas_help,giac
en_cas_help,giac
cas_help,giac
ghostwriter,kdePackages.ghostwriter
ps2ps2,ghostscript
ps2ps,ghostscript
ps2pdfwr,ghostscript
ps2pdf14,ghostscript
ps2pdf13,ghostscript
ps2pdf12,ghostscript
ps2pdf,ghostscript
ps2epsi,ghostscript
ps2ascii,ghostscript
printafm,ghostscript
pphs,ghostscript
pfbtopfa,ghostscript
pf2afm,ghostscript
pdf2ps,ghostscript
pdf2dsc,ghostscript
gsx,ghostscript
gsnd,ghostscript
gslp,ghostscript
gslj,ghostscript
gsdj500,ghostscript
gsdj,ghostscript
gsc,ghostscript
gsbj,ghostscript
gs,ghostscript
eps2eps,ghostscript
dvipdf,ghostscript
ld.gold,binutils
g77,gfortran
g++,gcc
f77,gfortran
cc,gcc
c++,gcc
gxtest,gerbil
gxtags,gerbil
gxprof,gerbil
gxpkg,gerbil
gxi,gerbil
gxensemble,gerbil
gxc,gerbil
gambuild-C,gambit
geosop,geos
geos-config,geos
geoiplookup6,geoip
geoiplookup,geoipWithDatabase
word-square,gecode
warehouses,gecode
sudoku,gecode
steiner,gecode
steel-mill,gecode
sports-league,gecode
schurs-lemma,gecode
sat,gecode
radiotherapy,gecode
queens,gecode
queen-armies,gecode
photo,gecode
perfect-square,gecode
pentominoes,gecode
partition,gecode
ortho-latin,gecode
open-shop,gecode
nonogram,gecode
mzn-gecode,gecode
money,gecode
minesweeper,ace-of-penguins
magic-square,gecode
magic-sequence,gecode
langford-number,gecode
kakuro,gecode
ind-set,gecode
hamming,gecode
grocery,gecode
graph-color,gecode
golomb-ruler,gecode
golf,gecode
eq20,gecode
efpa,gecode
donald,gecode
domino,gecode
dominating-queens,gecode
crowded-chess,gecode
crossword,gecode
crew,gecode
car-sequencing,gecode
black-hole,gecode
bin-packing,gecode
bibd,gecode
bacp,gecode
alpha,gecode
all-interval,gecode
gdcmxml,gdcm
gdcmviewer,gdcm
gdcmtar,gdcm
gdcmscu,gdcm
gdcmscanner,gdcm
gdcmraw,gdcm
gdcmpap3,gdcm
gdcminfo,gdcm
gdcmimg,gdcm
gdcmgendir,gdcm
gdcmdump,gdcm
gdcmdiff,gdcm
gdcmconv,gdcm
gdcmclean,gdcm
gdcmanon,gdcm
gdcm2vtk,gdcm
gdcm2pnm,gdcm
sozip,gdal
rgb2pct.py,gdal
pct2rgb.py,python312Packages.gdal
ogrtindex,gdal
ogrmerge.py,gdal
ogrlineref,gdal
ogrinfo,gdal
ogr_layer_algebra.py,gdal
ogr2ogr,gdal
nearblack,gdal
gnmmanage,gdal
gnmanalyse,gdal
gdalwarp,gdal
gdaltransform,gdal
gdaltindex,gdal
gdalsrsinfo,gdal
gdalmove.py,gdal
gdalmdimtranslate,gdal
gdalmdiminfo,gdal
gdalmanage,gdal
gdallocationinfo,gdal
gdalinfo,gdal
gdalenhance,gdal
gdaldem,gdal
gdalcompare.py,gdal
gdalbuildvrt,gdal
gdalattachpct.py,gdal
gdaladdo,gdal
gdal_viewshed,gdal
gdal_translate,gdal
gdal_sieve.py,gdal
gdal_retile.py,gdal
gdal_rasterize,gdal
gdal_proximity.py,gdal
gdal_polygonize.py,gdal
gdal_pansharpen.py,gdal
gdal_merge.py,gdal
gdal_grid,gdal
gdal_footprint,gdal
gdal_fillnodata.py,gdal
gdal_edit.py,gdal
gdal_create,gdal
gdal_contour,gdal
gdal_calc.py,gdal
gdal2xyz.py,gdal
gdal2tiles.py,gdal
gdal-config,gdal
arm-none-eabi-strip,gcc-arm-embedded
arm-none-eabi-strings,gcc-arm-embedded
arm-none-eabi-size,gcc-arm-embedded
arm-none-eabi-readelf,gcc-arm-embedded
arm-none-eabi-ranlib,gcc-arm-embedded
arm-none-eabi-objdump,gcc-arm-embedded
arm-none-eabi-objcopy,gcc-arm-embedded
arm-none-eabi-nm,gcc-arm-embedded
arm-none-eabi-ld.bfd,gcc-arm-embedded
arm-none-eabi-ld,gcc-arm-embedded
arm-none-eabi-gprof,gcc-arm-embedded
arm-none-eabi-gdb-py,gcc-arm-embedded-10
arm-none-eabi-gdb-add-index-py,gcc-arm-embedded-10
arm-none-eabi-gdb-add-index,gcc-arm-embedded
arm-none-eabi-gdb,gcc-arm-embedded
arm-none-eabi-gcov-tool,gcc-arm-embedded
arm-none-eabi-gcov-dump,gcc-arm-embedded
arm-none-eabi-gcov,gcc-arm-embedded
arm-none-eabi-gcc-ranlib,gcc-arm-embedded
arm-none-eabi-gcc-nm,gcc-arm-embedded
arm-none-eabi-gcc-ar,gcc-arm-embedded
arm-none-eabi-gcc,gcc-arm-embedded
arm-none-eabi-g++,gcc-arm-embedded
arm-none-eabi-elfedit,gcc-arm-embedded
arm-none-eabi-cpp,gcc-arm-embedded
arm-none-eabi-c++filt,gcc-arm-embedded
arm-none-eabi-c++,gcc-arm-embedded
arm-none-eabi-as,gcc-arm-embedded
arm-none-eabi-ar,gcc-arm-embedded
arm-none-eabi-addr2line,gcc-arm-embedded
arm-none-eabi-lto-dump,gcc-arm-embedded
arm-none-eabi-gfortran,gcc-arm-embedded
arm-none-eabi-gdb-unwrapped,gcc-arm-embedded
gawkbug,gawk
awk,gawk
dc,_9base
gosh,gauche
gauche-package,gauche
gauche-install,gauche
gauche-config,gauche
gauche-cesconv,gauche
gac,gap
diff,diffutils
six-script,gambit
six,gambit
scheme-srfi-0,gambit
scheme-r4rs,gambit
scheme-ieee-1178-1990,gambit
gsi-script,gambit
gsi,gambit
gsc-script,gambit
gambvcs,gambit
gambuild-x86-64,gambit
gambuild-x86,gambit
gambuild-ruby,gambit
gambuild-riscv-64,gambit
gambuild-riscv-32,gambit
gambuild-python,gambit
gambuild-php,gambit
gambuild-js,gambit
gambuild-java,gambit
gambuild-arm,gambit
gambdoc,gambit
gambit,gambit-project
fvwm-root,fvwm
fvwm-perllib,fvwm
fvwm-menu-xlock,fvwm
fvwm-menu-directory,fvwm
fvwm-menu-desktop,fvwm
fvwm-convert-2.6,fvwm3
FvwmCommand,fvwm3
xfreerdp,freerdp
wlfreerdp,freerdp
winpr-makecert,freerdp
winpr-hash,freerdp
freerdp-shadow-cli,freerdp
freerdp-proxy,freerdp3
freeciv-server,freeciv
freeciv-ruleup,freeciv
freeciv-mp-cli,freeciv_sdl2
freeciv-manual,freeciv
fprintd-verify,fprintd
fprintd-list,fprintd
fprintd-enroll,fprintd
fprintd-delete,fprintd
latticegen,fplll
shutterbug,fox
reswrap,fox
fox-config,fox
calculator,fox
adie,fox
PathFinder,fox
Adie.stx,fox
strfile,bsdgames
foomatic-rip,foomatic-filters
woff,fontforge
ttf2eps,fontforge
stripttc,fontforge
showttf,fontforge
sfddiff,fontforge
rmligamarks,fontforge
pfadecrypt,fontforge
pcl2ttf,fontforge
fontlint,fontforge
fontimage,fontforge
findtable,fontforge
dewoff,fontforge
acorn2sfd,fontforge
flutter.bat,flutter
dart.bat,flutter
fluid,fltk
fltk-config,fltk
wizard-simple,fltk
windowfocus,fltk
valuators,fltk
utf8,fltk
unittests,fltk
twowin,fltk
tree-simple,fltk
tree-of-tables,fltk
tree-custom-sort,fltk
tree-custom-draw-items,fltk
tree-as-container,fltk
tiled_image,fltk
tile,fltk
threads,fltk
texteditor-simple,fltk
textdisplay-with-colors,fltk
tabs-simple,fltk
table-with-keynav,fltk
table-spreadsheet-with-keyboard-nav,fltk
table-spreadsheet,fltk
table-sort,fltk
table-simple,fltk
table-as-container,fltk
table,fltk
symbols,fltk
subwindow,fltk
shapedwindow,fltk
scroll,fltk
rotated_text,fltk
resizebox,fltk
progress-simple,fltk
preferences,fltk
pixmap_browser,fltk
pixmap,fltk
output,fltk
offscreen,fltk
navigation,fltk
nativefilechooser-simple-app,fltk
native-filechooser,fltk
minimum,fltk
message,fltk
menubar-add,fltk
menubar,fltk
list_visuals,fltk
line_style,fltk
label,fltk
keyboard,fltk
input_choice,fltk
input,fltk
inactive,fltk
image,fltk
iconize,fltk
howto-text-over-image-button,fltk
howto-parse-args,fltk
howto-drag-and-drop,fltk
howto-browser-with-icons,fltk
howto-add_fd-and-popen,fltk
help_dialog,fltk
glpuzzle,fltk
gl_overlay,fltk
fullscreen,fltk
fractals,fltk
forms,fltk
fonts,fltk
fltk-versions,fltk
file_chooser,fltk
fast_slow,fltk
doublebuffer,fltk
device,fltk
curve,fltk
cursor,fltk
color_chooser,fltk
colbrowser,fltk
clipboard,fltk
checkers,fltk
cairo_test,fltk
buttons,fltk
button,fltk
browser,fltk
boxtype,fltk
blocks,fltk
ask,fltk
arc,archiver
animated,fltk
adjuster,fltk
OpenGL3test,fltk
OpenGL3-glut-test,fltk
CubeView,fltk
gstat,coreutils-prefixed
gsplit,coreutils-prefixed
filelight,kdePackages.filelight
fftw-wisdom-to-conf,fftw
fftw-wisdom,fftw
fetchmailconf,fetchmail
kbd-layout-viewer5,kdePackages.fcitx5-configtool
fcitx5-remote,fcitx5
fcitx5-qt6-immodule-probing,kdePackages.fcitx5-qt
fcitx5-qt5-immodule-probing,libsForQt5.fcitx5-with-addons
fcitx5-plasma-theme-generator,kdePackages.fcitx5-with-addons
fcitx5-migrator,libsForQt5.fcitx5-migrator
fcitx5-gtk4-immodule-probing,fcitx5-gtk
fcitx5-gtk3-immodule-probing,fcitx5-gtk
fcitx5-diagnose,fcitx5
fcitx5-configtool,fcitx5
fcitx5-config-qt,libsForQt5.fcitx5-configtool
scel2org5,libsForQt5.fcitx5-chinese-addons
fnlo-tk-yodaout,fastnlo-toolkit
fnlo-tk-statunc,fastnlo-toolkit
fnlo-tk-rootout,fastnlo-toolkit
fnlo-tk-modify,fastnlo-toolkit
fnlo-tk-merge2,fastnlo-toolkit
fnlo-tk-merge,fastnlo-toolkit
fnlo-tk-example,fastnlo-toolkit
fnlo-tk-cppread,fastnlo-toolkit
fnlo-tk-config,fastnlo-toolkit
fnlo-tk-cat,fastnlo-toolkit
fnlo-tk-append,fastnlo-toolkit
fastjet-config,fastjet
falkon,libsForQt5.falkon
demo_ivfpq_indexing,faiss
mkfs.exfat,exfat
fsck.exfat,exfat
exfatlabel,exfatprogs
eureka,eureka-ideas
tools,evcc
etcdctl,etcd
to_erl,erlang_nox
run_erl,erlang_nox
escript,erlang_nox
erlc,erlang
erl_call,erlang
erl,erlang
epmd,erlang
dialyzer,erlang
ct_run,erlang
epclextract,eprover
ekb_insert,eprover
ekb_ginsert,eprover
ekb_delete,eprover
ekb_create,eprover
eground,eprover
e_stratpar,eprover
e_ltb_runner,eprover
e_deduction_server,eprover
e_axfilter,eprover
checkproof,eprover
etags,emacs
emacsclient,emacs
emacs-29.3,emacs
ebrowse,emacs
emacs-28.2,emacs28
iex,elixir
elixirc,elixir
elisa,kdePackages.elisa
elements-wallet,elements
elements-util,elements
elements-tx,elements
elements-cli,elements
red,ed
ecl-config,ecl
metar_ls,eccodes
metar_get,python312Packages.eccodes
metar_filter,eccodes
metar_dump,eccodes
metar_copy,eccodes
metar_compare,eccodes
gts_ls,python312Packages.eccodes
gts_get,eccodes
gts_filter,eccodes
gts_dump,eccodes
gts_count,eccodes
gts_copy,eccodes
gts_compare,python312Packages.eccodes
grib_to_netcdf,eccodes
grib_set,eccodes
grib_merge,eccodes
grib_ls,eccodes
grib_index_build,eccodes
grib_histogram,eccodes
grib_get_data,eccodes
grib_get,eccodes
grib_filter,eccodes
grib_dump,eccodes
grib_count,eccodes
grib_copy,eccodes
grib_compare,eccodes
grib2ppm,eccodes
codes_split_file,eccodes
codes_parser,eccodes
codes_info,eccodes
codes_count,eccodes
codes_bufr_filter,eccodes
bufr_set,eccodes
bufr_ls,eccodes
bufr_index_build,eccodes
bufr_get,eccodes
bufr_filter,eccodes
bufr_dump,eccodes
bufr_count,eccodes
bufr_copy,eccodes
bufr_compare_dir,eccodes
bufr_compare,eccodes
ecdsakeygen,ecdsautils
mkfs.ext2,e2fsprogs
mke2fs,e2fsprogs
dvtm-status,dvtm
dune,dune_3
dget,debian-devscripts
fdtput,python311Packages.libfdt
fdtoverlay,python311Packages.libfdt
fdtget,python311Packages.libfdt
fdtdump,python311Packages.libfdt
dtdiff,python311Packages.libfdt
convert-dtsv0,dtc
drumstick-vpiano,libsForQt5.drumstick
drumstick-sysinfo,libsForQt5.drumstick
drumstick-playsmf,libsForQt5.drumstick
drumstick-metronome,libsForQt5.drumstick
drumstick-guiplayer,libsForQt5.drumstick
drumstick-dumpwrk,libsForQt5.drumstick
drumstick-dumpsmf,kdePackages.drumstick
drumstick-dumprmi,libsForQt5.drumstick
drumstick-dumpmid,libsForQt5.drumstick
drumstick-drumgrid,libsForQt5.drumstick
drawpile-srv,drawpile-server-headless
dragon,libsForQt5.dragon
dpkg-deb,dpkg
dotnet,dotnet-sdk
mkfs.vfat,dosfstools
mkdosfs,dosfstools
servicemenuinstaller,kdePackages.dolphin
dolphin,kdePackages.dolphin
dolphin-tool,dolphin-emu
dockerd-rootless,docker
dockerd,docker
stubify,djgpp
exe2coff,djgpp
dxegen,djgpp
dxe3res,djgpp
dxe3gen,djgpp
plasma-discover-update,kdePackages.discover
plasma-discover,kdePackages.discover
dpidc,dillo
dpid,dillo
dillo-install-hyphenation,dillo
desktop-file-validate,desktop-file-utils
dep,php83Packages.deployer
run-parts,busybox
remove-shell,busybox
add-shell,busybox
ssam,deadpixi-sam-unstable
sam,deadpixi-sam-unstable
dgrep,debian-goodies
db_verify,db
db_upgrade,db
db_tuner,db
db_stat,db
db_replicate,db
db_recover,db
db_printlog,db
db_log_verify,db
db_load,db
db_hotbackup,db
db_dump,db
db_deadlock,db
db_checkpoint,db
db_archive,db
davix-unit-tests,davix
davix-tester,davix
davix-rm,davix
davix-put,davix
davix-mv,davix
davix-mkdir,davix
davix-ls,davix
davix-http,davix
davix-get,davix
dconv,dateutils
svok,daemontools
svc,daemontools
softlimit,daemontools
setuidgid,daemontools
envuidgid,daemontools
envdir,daemontools
curl_safari15_5,curl-impersonate
curl_safari15_3,curl-impersonate
curl_edge99,curl-impersonate
curl_edge101,curl-impersonate
curl_chrome99_android,curl-impersonate-chrome
curl_chrome99,curl-impersonate
curl_chrome116,curl-impersonate-chrome
curl_chrome110,curl-impersonate-chrome
curl_chrome107,curl-impersonate-chrome
curl_chrome104,curl-impersonate-chrome
curl_chrome101,curl-impersonate-chrome
curl_chrome100,curl-impersonate
curl_ff98,curl-impersonate-ff
curl_ff95,curl-impersonate
curl_ff91esr,curl-impersonate
curl_ff117,curl-impersonate-ff
curl_ff109,curl-impersonate-ff
curl_ff102,curl-impersonate-ff
curl_ff100,curl-impersonate-ff
curl-config,curl
CuraEngine,curaengine
lpr,cups
lpq,cups
git-cz,cz-cli
cz,cz-cli
whirligig,crystfel
render_hkl,crystfel
process_hkl,crystfel
peakogram-stream,crystfel
partialator,crystfel
make_pixelmap,crystfel
list_events,crystfel
indexamajig,crystfel
get_hkl,crystfel
detector-shift,crystfel
compare_hkl,crystfel
check_hkl,crystfel
cell_tool,crystfel
ambigator,crystfel
align_detector,crystfel
adjust_detector,crystfel
srconv,csound
cs,csound
pinns,cri-o
cpupower,linuxKernel.packagesAliases.linux_latest.cpupower
cpufreq-bench,linuxKernel.packagesAliases.linux_latest.cpupower
stty,coreutils
runcon,coreutils
chcon,coreutils
pnpx,corepack
pnpm,corepack
rmodtool,coreboot-utils
ifwitool,coreboot-utils
ifittool,coreboot-utils
fmaptool,coreboot-utils
elogtool,coreboot-utils
cse_serger,coreboot-utils
cse_fpt,coreboot-utils
cbfs-compression-tool,coreboot-utils
coqide,coqPackages.coqide
votour,coq
gallina,coq_8_8
coqworkmgr,coq
coqwc,coq
coqtop,coq
coqmktop,coq_8_7
coqdoc,coq
coqdep,coq
coqchk,coq
coqc,coq
coq_makefile,coq
coq-tex,coq
coqtop.byte,coq
ocamllibdep,coq
csdpcert,coq
coqtop.opt,coq
coqtacticworker.opt,coq_8_16
coqqueryworker.opt,coq_8_16
coqproofworker.opt,coq_8_16
coqpp,coq
coqnative,coq
coqidetop.opt,coq
coqidetop.byte,coq
coqc.byte,coq
coqidetop,coq_8_13
coqworker.opt,coq
coqtimelog2html,coq
connmand-wait-online,connman
connmand,connman
connmanctl,connman
connman-vpnd,connman
hwasan_symbolize,llvmPackages_18.compiler-rt
colord-kde-icc-importer,kdePackages.colord-kde
cb_share_config,codeblocks
cb_console_runner,codeblocks
ccmake,cmakeCurses
cl,cl-launch
clasp,clingo
clang++,clang
clangd,clang-tools
clang-tidy,clang-tools_18
clang-scan-deps,clang-tools_18
clang-repl,clang-tools_18
clang-reorder-fields,clang-tools_18
clang-rename,clang-tools_18
clang-refactor,clang-tools_18
clang-query,clang-tools_18
clang-pseudo,clang-tools
clang-offload-packager,clang-tools_18
clang-offload-bundler,clang-tools_18
clang-move,clang-tools_18
clang-linker-wrapper,clang-tools_18
clang-include-fixer,clang-tools_18
clang-include-cleaner,clang-tools
clang-format,clang-tools_18
clang-extdef-mapping,clang-tools_18
clang-doc,clang-tools_18
clang-check,clang-tools_18
clang-change-namespace,clang-tools_18
clang-apply-replacements,clang-tools_18
clang-offload-wrapper,llvmPackages_15.clang-unwrapped
clang-nvlink-wrapper,clang-tools_15
clang-tidy-confusable-chars-gen,llvmPackages_18.clang-unwrapped
clang-tblgen,libclang
clang-pseudo-gen,libclang
scan-build-py,llvmPackages_18.clang-unwrapped
scan-build,clang-analyzer
run-clang-tidy,llvmPackages_18.clang-unwrapped
pp-trace,libclang
nvptx-arch,llvmPackages_18.clang-unwrapped
modularize,llvmPackages_18.clang-unwrapped
intercept-build,libclang
hmaptool,libclang
find-all-symbols,llvmPackages_18.clang-unwrapped
diagtool,libclang
clang-cpp,llvmPackages_18.clang-unwrapped
clang-cl,llvmPackages_18.clang-unwrapped
analyze-build,libclang
amdgpu-arch,llvmPackages_18.clang-unwrapped
scan-view,llvmPackages_18.clang-unwrapped
git-clang-format,llvmPackages_18.clang-unwrapped
egg2nix,chickenPackages_5.egg2nix
scheme-script,chez
petite,chez
feathers,chicken
chicken-uninstall,chicken
chicken-status,chicken
chicken-profile,chicken
chicken-install,chicken
cgal_make_macosx_app,cgal
cgal_create_cmake_script,cgal
cgal_create_CMakeLists,cgal
celtenc,celt
celtdec,celt
mkisofs,cdrtools
isovfy,cdrtools
isoinfo,cdrtools
isodump,cdrtools
isodebug,cdrtools
devdump,cdrtools
cdrecord,cdrtools
cdda2ogg,cdrtools
cdda2mp3,cdrtools
ttcp,brlcad
c++decl,cdecl
BQN,cbqn
cstool,capstone
calindori,kdePackages.calindori
calindac,kdePackages.calindori
caja-file-management-properties,mate.caja-with-extensions
caja-connect-server,mate.caja
caja-autorun-software,mate.caja-with-extensions
caja,mate.caja
bzmore,bzip2
bzless,bzip2
bzip2recover,bzip2
bzgrep,bzip2
bzfgrep,bzip2
bzegrep,bzip2
bzdiff,bzip2
bzcmp,bzip2
ash,busybox
yacc,bison
nslookup,busybox
brctl,bridge-utils
org.buddiesofbudgie.sendto,budgie.budgie-desktop
org.buddiesofbudgie.BudgieScreenshot,budgie.budgie-desktop
budgie-wm,budgie.budgie-desktop
budgie-run-dialog,budgie.budgie-desktop
budgie-panel,budgie.budgie-desktop
budgie-desktop-settings,budgie.budgie-desktop-with-plugins
budgie-desktop,budgie.budgie-desktop
budgie-daemon,budgie.budgie-desktop-with-plugins
icon-96x96.png,btcpayserver
icon-72x72.png,btcpayserver
icon-512x512.png,btcpayserver
icon-384x384.png,btcpayserver
icon-192x192.png,btcpayserver
icon-152x152.png,btcpayserver
icon-144x144.png,btcpayserver
icon-128x128.png,btcpayserver
primes,_9base
canfield,bsdgames
botan,botan3
bovo,libsForQt5.bovo
bossash,bossa
bossac,bossa
bomber,bomber-go
boinccmd,boinc
boinc_client,boinc
seq2bseq,bluez
sdptool,bluez
scotest,bluez
rtlfw,bluez
rfcomm,bluez
rctest,rctest
oobtest,bluez
obexd,bluez
obexctl,bluez
obex-server-tool,bluez
obex-client-tool,bluez
nokfw,bluez
mpris-proxy,bluez
meshctl,bluez
mesh-cfgtest,bluez
mesh-cfgclient,bluez
mcaptest,bluez
l2test,bluez
l2ping,bluez
isotest,bluez
ibeacon,bluez
hwdb,bluez
hid2hci,bluez
hex2hcd,bluez
hcitool,bluez
hcisecfilter,bluez
hcieventmask,bluez
hcidump,bluez
hciconfig,bluez
hciattach,bluez
gatttool,bluez
gatt-service,bluez
eddystone,bluez
create-image,bluez
cltest,bluez
ciptool,ciptool
check-selftest,bluez
btsnoop,bluez
btproxy,bluez
btpclientctl,bluez
btpclient,bluez
btmon-logger,bluez
btmon,bluez
btmgmt,bluez
btiotest,bluez
btinfo,bluez
btgatt-server,bluez
btgatt-client,bluez
btconfig,bluez
btattach,bluez
bneptest,bluez
bluetoothd,bluez
bluetoothctl,bluez
bluetooth-player,bluez
bluemoon,bluez
bdaddr,bluez
bcmfw,bluez
avtest,bluez
avinfo,bluez
amptest,bluez
advtest,bluez
bluez-test-thermometer,bluez
bluez-test-device,bluez
bluez-test-adapter,bluez
bluez-simple-agent,bluez
bluez-monitor-bluetooth,bluez
bluez-list-devices,bluez
bluedevil-wizard,kdePackages.bluedevil
bluedevil-sendfile,kdePackages.bluedevil
windowmasker,blast
update_blastdb.pl,blast
tblastx,blast
tblastn,blast
segmasker,blast
rpstblastn,blast
rpsblast,blast
psiblast,blast
makeprofiledb,blast
makeblastdb,blast
legacy_blast.pl,blast
dustmasker,blast
deltablast,blast
convert2blastmask,blast
cleanup-blastdb-volumes.py,blast
blastx,blast
blastp,blast
blastn,blast
blastdbcmd,blast
blastdbcheck,blast
blastdb_aliastool,blast
blast_formatter,blast
bitcoin-wallet,bitcoin
bitcoin-util,bitcoin
bitcoin-tx,bitcoin
bitcoin-cli,bitcoin-cli
bitcoin-seeder,bitcoin-abc
bitcoin-qt,bitcoin
beet,beets
bazel-execlog,bazel
bashup.events,bashup-events44
bashbug,bashInteractive
bottles-cli,bottles-unwrapped
baloo_filemetadata_temp_extractor,kdePackages.baloo-widgets
BambooTracker,bambootracker
aws_completer,awscli
aws,awscli
avahi-set-host-name,avahi
avahi-resolve-host-name,avahi
avahi-resolve-address,avahi
avahi-resolve,avahi
avahi-publish-service,avahi
avahi-publish-address,avahi
avahi-publish,avahi
avahi-dnsconfd,avahi
avahi-daemon,avahi
avahi-browse-domains,avahi
avahi-autoipd,avahi
aclocal,automake
ifnames,autoconf
autoupdate,autoconf
autoscan,autoconf271
autoreconf,autoconf
autoheader,autoconf
autom4te,autoconf271
audiotube,libsForQt5.audiotube
a2x,asciidoc
asciidoctor-pdf,asciidoctor-with-extensions
ark,libsForQt5.ark
arianna,libsForQt5.arianna
run-tests,ardour
appstreamcli,appstream
antlr4-parse,antlr
antlr4,antlr
antlr-parse,antlr
angelfish-webapp,libsForQt5.angelfish
angelfish,kdePackages.angelfish
ed2k,amule
amm,ammonite
amber,amber-lang
aserver,alsa-lib-with-plugins
alligator,libsForQt5.alligator
galice,alice-tools-qt6
alice,alice-tools
akregatorstorageexporter,kdePackages.akregator
akregator,kdePackages.akregator
akonadiconsole,kdePackages.akonadiconsole
akonadi_indexing_agent,kdePackages.akonadi-search
akonadi_html_to_text,kdePackages.akonadi-search
akonadiimportwizard,akonadi-import-wizard
konsolekalendar,kdePackages.akonadi-calendar-tools
